/france_ligue-1/2015-2016/2015-09-19 - 18-30 Reims 1 - 1 Paris SG/1.mkv,1q51nVUbmvYK8YqKiiwEPonFhiANqX4rB,
/france_ligue-1/2015-2016/2015-09-19 - 18-30 Reims 1 - 1 Paris SG/2.mkv,1vOB50hJ4ChA2UIoGJg_Ia0qgjuH8Ckc5,
/france_ligue-1/2015-2016/2015-09-26 - 18-30 Nantes 1 - 4 Paris SG/1.mkv,15yL1iwJubT0e5AZhbUPVRlS4o0sy0lqe,
/france_ligue-1/2015-2016/2015-09-26 - 18-30 Nantes 1 - 4 Paris SG/2.mkv,1KgwtAUE-tYLa20ct63Xf_n-yKU5_cJ3g,
/france_ligue-1/2015-2016/2015-11-07 - 19-00 Paris SG 5 - 0 Toulouse/1.mkv,170zjI4S8prZcIn5QsJMBBcwkuYvWGoYX,
/france_ligue-1/2015-2016/2015-11-07 - 19-00 Paris SG 5 - 0 Toulouse/2.mkv,1LzSt1vYeqNtoQzp7rqERNMM47QmnxaCX,
/france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1.mkv,164B65ssGQ6vjcAhwlaUjLvoLsVx0GnOZ,
/france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/2.mkv,1kecKeJ1QauXLDWOYnCngiLE0pBfGRcOe,
/france_ligue-1/2016-2017/2016-08-28 - 21-45 Monaco 3 - 1 Paris SG/1.mkv,1oSN9AMIIm4uizYShSqP-RlcJjOiIfBfl,
/france_ligue-1/2016-2017/2016-08-28 - 21-45 Monaco 3 - 1 Paris SG/2.mkv,1anceUlmWvIxGixVerAGBEezODZL21Ljm,
/france_ligue-1/2016-2017/2016-08-21 - 21-45 Paris SG 3 - 0 Metz/1.mkv,1lLxmFttOjk_nmqJ6MIt4dwGdgJ-F4g7u,
/france_ligue-1/2016-2017/2016-08-21 - 21-45 Paris SG 3 - 0 Metz/2.mkv,1NUtblLqyJkGemCViOOegk1pri2oAwSWX,
/france_ligue-1/2016-2017/2016-09-09 - 21-45 Paris SG 1 - 1 St Etienne/1.mkv,19ogIpYSd0vGKtoOZM8oBRhDgnkBqSr3z,
/france_ligue-1/2016-2017/2016-09-09 - 21-45 Paris SG 1 - 1 St Etienne/2.mkv,1_cZ6iL0UdVnorTooQLGEHrVPQR-n8NSn,
/france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/1.mkv,1kzsRe96drfoTsY2gPxU528mTiBwZ2OQ_,
/france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/2.mkv,1TIUpYFn71FX9KarMr_lEwEi71Kp77Gnl,
/france_ligue-1/2016-2017/2016-10-23 - 21-45 Paris SG 0 - 0 Marseille/1.mkv,1DyWwrrn0EOcbG7FORxRLt4uHpQDB0n_r,
/france_ligue-1/2016-2017/2016-10-23 - 21-45 Paris SG 0 - 0 Marseille/2.mkv,1vjbym0H-GRbBjWvqe8WSbb-Yirgg2D-_,
/france_ligue-1/2016-2017/2016-12-03 - 19-00 Montpellier 3 - 0 Paris SG/1.mkv,1TqQeSt1F2_qYH24jNP4bHVnSmRMrqV5L,
/france_ligue-1/2016-2017/2016-12-03 - 19-00 Montpellier 3 - 0 Paris SG/2.mkv,12jSMQhufCScHlQye-HxDFlWKqm7iTegB,
/france_ligue-1/2016-2017/2017-03-04 - 19-00 Paris SG 1 - 0 Nancy/1.mkv,1d06scEMh33nYBehY4qs5xwPyEcHBZ_89,
/france_ligue-1/2016-2017/2017-03-04 - 19-00 Paris SG 1 - 0 Nancy/2.mkv,1oX0Jed_USENu3PsMlcA3ajoOJTrjSqX-,
/france_ligue-1/2016-2017/2017-04-09 - 22-00 Paris SG 4 - 0 Guingamp/1.mkv,1aRUFSBmxzOmgsRQ45Gz0DSjn26b365G3,
/france_ligue-1/2016-2017/2017-04-09 - 22-00 Paris SG 4 - 0 Guingamp/2.mkv,1m3WdXLUrkZoNJ3T148UcV45KiYY_mEeF,
/france_ligue-1/2016-2017/2017-05-14 - 22-00 St Etienne 0 - 5 Paris SG/1.mkv,17xNWQY_wuLYzYtcY-TAIa-0HsIqVX_jD,
/france_ligue-1/2016-2017/2017-05-14 - 22-00 St Etienne 0 - 5 Paris SG/2.mkv,14S4hDc_06L7Qw7XrwjIslK6DVRSPjun4,
/france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/1.mkv,1IVAX-wFEsHWGfmIHrPitvuxRizXAAvLk,
/france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/2.mkv,12HNOAZAf84YVeTr97izoJeu9VI207K89,
/france_ligue-1/2016-2017/2016-10-15 - 18-00 Nancy 1 - 2 Paris SG/1.mkv,12WPoWB5oOiIdKS8eZSogadMNChqdHLcR,
/france_ligue-1/2016-2017/2016-10-15 - 18-00 Nancy 1 - 2 Paris SG/2.mkv,173WdfZ8zevS8o9N22kW3QgVDHZHxInRq,
/france_ligue-1/2016-2017/2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG/1.mkv,1fZY9lotrIM1IChFBKwbnD8IIw2C72s8b,
/france_ligue-1/2016-2017/2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG/2.mkv,1g7soolB2-iinMASyseQxHhjX5Sl562J9,
/france_ligue-1/2016-2017/2016-09-16 - 21-45 Caen 0 - 6 Paris SG/1.mkv,1Yb0ffi8eHICi2PXLVMIygktd98uA1A5R,
/france_ligue-1/2016-2017/2016-09-16 - 21-45 Caen 0 - 6 Paris SG/2.mkv,1qv_qcQfk3r1cXt70iiCeVKaVeMsqkbpF,
/france_ligue-1/2016-2017/2016-10-01 - 18-00 Paris SG 2 - 0 Bordeaux/1.mkv,14zEyayxxNEbOO1dzhWslPG6dgTbnl77y,
/france_ligue-1/2016-2017/2016-10-01 - 18-00 Paris SG 2 - 0 Bordeaux/2.mkv,1di1he4e_P-ipWUPZpzdw5NbQTwewwK3w,
/france_ligue-1/2016-2017/2016-10-28 - 21-45 Lille 0 - 1 Paris SG/1.mkv,1-dEDC6UTUytKKJdt5ahGq_JTyLa_jDFx,
/france_ligue-1/2016-2017/2016-10-28 - 21-45 Lille 0 - 1 Paris SG/2.mkv,1QCavA1SxhvWFH49VXwKtoexRHkTWoJvb,
/france_ligue-1/2016-2017/2016-11-19 - 19-00 Paris SG 2 - 0 Nantes/1.mkv,1WQ381190D8KVHPOs2at_Do0Yf8QSzb8i,
/france_ligue-1/2016-2017/2016-11-19 - 19-00 Paris SG 2 - 0 Nantes/2.mkv,1s8_SyJbcjWOOkU8KEYbI2AWTq5F82y8l,
/france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1.mkv,1HW-f4ohES-HpIqHHz8FoJ3oExyEClGWf,
/france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/2.mkv,1tuxEY6mV94oOVQepHFUTqsxuXM44jdry,
/france_ligue-1/2016-2017/2016-12-17 - 19-00 Guingamp 2 - 1 Paris SG/1.mkv,14ft6FJ2ZxafxMc3TKgpvWVXgn0dM9SsK,
/france_ligue-1/2016-2017/2016-12-17 - 19-00 Guingamp 2 - 1 Paris SG/2.mkv,1iBWfPF6UjwmUz4x_GMQ0-DKankH3-xCJ,
/france_ligue-1/2016-2017/2016-12-11 - 22-45 Paris SG 2 - 2 Nice/1.mkv,1jBiqeDbEt93EYG4xZMspPczDD9iawGQ_,
/france_ligue-1/2016-2017/2016-12-11 - 22-45 Paris SG 2 - 2 Nice/2.mkv,1f4l8iIgf1AlauA2vxjLlnlQ8GvwEOcYl,
/france_ligue-1/2016-2017/2016-11-27 - 22-45 Lyon 1 - 2 Paris SG/1.mkv,1gcUiUwpwqcHF_VF0xjhP66LnGiSLTGx1,
/france_ligue-1/2016-2017/2016-11-27 - 22-45 Lyon 1 - 2 Paris SG/2.mkv,1GcsXLokjxkERAyZH_bengySVov9xqRxl,
/france_ligue-1/2016-2017/2016-12-21 - 22-50 Paris SG 5 - 0 Lorient/1.mkv,1o3Cg8cAAgEqjJ2wnuhFvYHOp9GUphymn,
/france_ligue-1/2016-2017/2016-12-21 - 22-50 Paris SG 5 - 0 Lorient/2.mkv,1fgo3BCRJTePeYqHl2GPtV5wpI6Gvw6Gm,
/france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/1.mkv,1BoTRTwy-J_Zpysy9gKkXKUy12fTd2P9g,
/france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/2.mkv,1m8Ww3Tof1HvmrdLUEXlqspH6LJ3q5W8i,
/france_ligue-1/2016-2017/2017-02-10 - 22-45 Bordeaux 0 - 3 Paris SG/1.mkv,1Bv1JrS7wzhUQrf2IIb3U5N0oOzh8aHlr,
/france_ligue-1/2016-2017/2017-02-10 - 22-45 Bordeaux 0 - 3 Paris SG/2.mkv,1K3o5Ter_A0YLZQK1XzbWc8VRv98mNrH2,
/france_ligue-1/2016-2017/2017-02-19 - 23-00 Paris SG 0 - 0 Toulouse/1.mkv,1pp4KcB_Fr01_Xf1z9aHxeKC8lBjfwlJr,
/france_ligue-1/2016-2017/2017-02-19 - 23-00 Paris SG 0 - 0 Toulouse/2.mkv,1ZqAeYRf_M5NMyVmn9EDHxCKfDl3kcSiP,
/france_ligue-1/2016-2017/2017-01-21 - 19-00 Nantes 0 - 2 Paris SG/1.mkv,13u7gQwB_4qtslmaQujWSFCh4IlBg0uEd,
/france_ligue-1/2016-2017/2017-01-21 - 19-00 Nantes 0 - 2 Paris SG/2.mkv,1flJ8qvWWN0CQsrWuNkAIGzgruLg8cqBF,
/france_ligue-1/2016-2017/2017-04-14 - 21-45 Angers 0 - 2 Paris SG/1.mkv,1Slq9LCzm-NnRPUOTdqze9WTMb8pjjGBd,
/france_ligue-1/2016-2017/2017-04-14 - 21-45 Angers 0 - 2 Paris SG/2.mkv,1KdY0fXHJKgQOFpCeNVudkLe4R7qxOyNL,
/france_ligue-1/2016-2017/2017-04-18 - 19-30 Metz 2 - 3 Paris SG/1.mkv,1OniznnKcPGWEsMK4ePFtEAajjmFrDYrm,
/france_ligue-1/2016-2017/2017-04-18 - 19-30 Metz 2 - 3 Paris SG/2.mkv,1nJgZReMyCWxDtGwxuoeTf-GlVVyxukko,
/france_ligue-1/2016-2017/2017-04-22 - 18-00 Paris SG 2 - 0 Montpellier/1.mkv,1_GHCqpxUk8qc9vWelZP1FbS7W7oPR_S2,
/france_ligue-1/2016-2017/2017-04-22 - 18-00 Paris SG 2 - 0 Montpellier/2.mkv,1Fqe6zUy2NCZYVBHYziAONFSP2MY1bXAN,
/france_ligue-1/2016-2017/2017-03-12 - 23-00 Lorient 1 - 2 Paris SG/1.mkv,1vwgfKorH4PV3cMTyZ195FNDKVqLrpkep,
/france_ligue-1/2016-2017/2017-03-12 - 23-00 Lorient 1 - 2 Paris SG/2.mkv,1fG1RzJCME41Q9G_9prXC8m7QfQ8aZAHe,
/france_ligue-1/2016-2017/2017-03-19 - 23-00 Paris SG 2 - 1 Lyon/1.mkv,1dtbF4Jcha89VJOgoPvC8GCsTN4CktE4J,
/france_ligue-1/2016-2017/2017-03-19 - 23-00 Paris SG 2 - 1 Lyon/2.mkv,1vhGjIPhla3Az51nhZxEuCe-m8xp6VxVp,
/france_ligue-1/2016-2017/2017-04-30 - 22-00 Nice 3 - 1 Paris SG/1.mkv,1Vc5MBZjnRIcsvZZWWuQBcwwjTd-fxhV-,
/france_ligue-1/2016-2017/2017-04-30 - 22-00 Nice 3 - 1 Paris SG/2.mkv,1tPRqUv-uaDLrGPPo5Q4PwSiS2eBn93qE,
/france_ligue-1/2016-2017/2017-05-20 - 22-00 Paris SG 1 - 1 Caen/1.mkv,18pwvpdOBbcRQZzb3adxiQUYCTRDSIYp5,
/france_ligue-1/2016-2017/2017-05-20 - 22-00 Paris SG 1 - 1 Caen/2.mkv,1lUZI5WMe0PnCoz5GhCmfZycgGX7lwXZc,
/france_ligue-1/2016-2017/2017-05-06 - 18-00 Paris SG 5 - 0 Bastia/1.mkv,1vhR_8v7XC1FE-g-mv1Pw_F1MgxgO-gDq,
/france_ligue-1/2016-2017/2017-05-06 - 18-00 Paris SG 5 - 0 Bastia/2.mkv,1Ino2SOBkISshq90dwyyUDnB0mUFHqqPi,
/france_ligue-1/2014-2015/2015-04-05 - 22-00 Marseille 2 - 3 Paris SG/1.mkv,1HJ9C0tLEpmIBal6kdXRAwCP5kS8a8N4-,
/france_ligue-1/2014-2015/2015-04-05 - 22-00 Marseille 2 - 3 Paris SG/2.mkv,1vGZleZrDLpzxCoG6lR0jFaL3F_hBzjpY,
/europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/1.mkv,16qNbC-PybzwpJpsnKbNdE0iDZp4PtXak,
/europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/2.mkv,1NKodyFR9Q7m31KPt6vbJF5u2A-UK-EuP,
/europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Real Madrid 1 - 0 Paris SG/1.mkv,18FL6ww6LQa8rwyHqjoZUO-exXPUPYvOF,
/europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Real Madrid 1 - 0 Paris SG/2.mkv,1LRLbE5t7XQSf4EQVQfQC23x-GTcB4jBN,
